12.07.2014 10:59:04;rechbauer;connectionEvent;successfullyRegisteredToServer;192.168.0.29:3000
12.07.2014 10:59:07;rechbauer;connectionEvent;successfullyRegisteredToServer;192.168.0.29:3000
12.07.2014 11:16:41;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:16:44;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:16:48;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:17:11;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:17:14;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:17:18;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:18:40;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:18:43;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:18:47;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:09;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:12;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:16;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:21;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:27;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:33;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:39;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:45;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:51;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:24:57;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:25:03;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:25:09;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:25:34;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:25:37;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:25:41;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:37:18;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:37:21;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:37:25;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
12.07.2014 11:37:30;rechbauer;connectionEvent;unexpectedReconnect;192.168.0.29:3000
